InvoiceSectionName,AccountName,AccountOwnerId,SubscriptionId,SubscriptionName,ResourceGroup,ResourceLocation,Date,ProductName,MeterCategory,MeterSubCategory,MeterId,MeterName,MeterRegion,UnitOfMeasure,Quantity,EffectivePrice,CostInBillingCurrency,CostCenter,ConsumedService,ResourceId,Tags,OfferId,AdditionalInfo,ServiceInfo1,ServiceInfo2,ResourceName,ReservationId,ReservationName,UnitPrice,ProductOrderId,ProductOrderName,Term,PublisherType,PublisherName,ChargeType,Frequency,PricingModel,AvailabilityZone,BillingAccountId,BillingAccountName,BillingCurrencyCode,BillingPeriodStartDate,BillingPeriodEndDate,BillingProfileId,BillingProfileName,InvoiceSectionId,IsAzureCreditEligible,PartNumber,PayGPrice,PlanName,ServiceFamily,CostAllocationRuleName,benefitId,benefitName
ACM,ACM Team,acm@testea.onmicrosoft.com,64e355d7-997c-491d-b0c1-8414dccfcf42,Trey Research R&D Playground,ftk-integration-tests,EastUS,06/12/2024,Tiered Block Blob - All Other Operations - US East,Storage,Tiered Block Blob,0b248445-aa24-4fe8-a794-a174929327bd,All Other Operations,Virginia,10K,-0.001,0.004,-0.000004,ACM9000,Microsoft.Storage,/subscriptions/64e355d7-997c-491d-b0c1-8414dccfcf42/resourceGroups/ftk-integration-tests/providers/Microsoft.Storage/storageAccounts/25c9484e1c754df0adc74eb0,"""CostCenter"": ""1234"",""CostAllocationTest"": ""Sameer"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""",MS-AZR-0148P,,,,25c9484e1c754df0adc74eb0,,,0.004,,,,Azure,Microsoft,Usage,UsageBased,OnDemand,,8611537,Trey Research Demo (DO NOT USE),USD,06/01/2024,06/30/2024,8611537,Trey Research Demo (DO NOT USE),,True,AAA-70098,0.004,Hot,Compute,SameerRuleWithTag,,
ACM,ACM Team,acm@testea.onmicrosoft.com,64e355d7-997c-491d-b0c1-8414dccfcf42,Trey Research R&D Playground,ftk-integration-tests,EastUS,06/12/2024,Tables - Read Operations,Storage,Tables,12da282f-7e96-49e2-983a-9a65da2a4866,Read Operations,,10K,0.0006,0.00036,0.000000216,ACM9000,Microsoft.Storage,/subscriptions/64e355d7-997c-491d-b0c1-8414dccfcf42/resourceGroups/ftk-integration-tests/providers/Microsoft.Storage/storageAccounts/2b7e6ef8d799420f9aafb807,"""CostCenter"": ""1234"",""CostAllocationTest"": ""Sameer"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""",MS-AZR-0148P,,,,2b7e6ef8d799420f9aafb807,,,0.00036,,,,Azure,Microsoft,Usage,UsageBased,OnDemand,,8611537,Trey Research Demo (DO NOT USE),USD,06/01/2024,06/30/2024,8611537,Trey Research Demo (DO NOT USE),,True,N9H-00805,0.00036,Standard,Compute,,,
ACM,ACM Team,acm@testea.onmicrosoft.com,ed570627-0265-4620-bb42-bae06bcfa914,Trey Research IT,mc_petsupply-rg_petsupply-2_westus,WestUS,06/12/2024,IP Addresses - Standard IPv4 Static Public IP,Virtual Network,IP Addresses,9c150bf9-2bad-430e-a53c-c213804f49ef,Standard IPv4 Static Public IP,,1 Hour,24,0.005,0.12,ACM9000,microsoft.network,/subscriptions/9ec51cfd-5ca7-4d76-8101-dd0a4abc5674/resourcegroups/mc_petsupply-rg_petsupply-2_westus/providers/microsoft.network/publicipaddresses/c40d9ff5-d4ff-438d-8b52-ebd4b72c3a33,"""aks-managed-cluster-name"": ""petsupply-2"",""aks-managed-cluster-rg"": ""petsupply-rg"",""CostCenter"": ""1234"",""Project"": ""Foo"",""env"": ""prod"",""org"": ""trey"",""Cost department"": ""Marketing"",""aks-managed-type"": ""aks-slb-managed-outbound-ip""",MS-AZR-0017P,"{""PlatformType"":""V2-Agg""}",,,c40d9ff5-d4ff-438d-8b52-ebd4b72c3a33,,,0.005,,,,Azure,Microsoft,Usage,UsageBased,OnDemand,,8611537,Trey Research Demo (DO NOT USE),USD,06/01/2024,06/30/2024,8611537,Trey Research Demo (DO NOT USE),,True,AAA-21860,0.005,Standard,Compute,PartnerCommunityDemo,,
ACM,ACM Team,acm@testea.onmicrosoft.com,64e355d7-997c-491d-b0c1-8414dccfcf42,Trey Research R&D Playground,devtestlab,EastUS2,06/12/2024,IP Addresses - Standard IPv4 Static Public IP - Dev/Test,Virtual Network,IP Addresses,9c150bf9-2bad-430e-a53c-c213804f49ef,Standard IPv4 Static Public IP,,1 Hour,-1,0.005,-0.005,ACM9000,Microsoft.MachineLearningServices,/subscriptions/64e355d7-997c-491d-b0c1-8414dccfcf42/resourceGroups/devtestlab/providers/Microsoft.MachineLearningServices/workspaces/zmltestplayground,"""CostAllocationTest"": ""Sameer"",""ComputeType"": ""Compute Instance""",MS-AZR-0148P,"{""AccountName"":""bai52238044515004711258a"",""PoolName"":""azurepc_84f29f84-4ac2-4286-9879-731da9be5607"",""ConfigType"":""VirtualMachine"",""NodeType"":""Dedicated"",""PoolAllocationMode"":""BatchService"",""UsageType"":""publicipaddresses"",""ClusterType"":""DSI"",""AmlWorkspaceId"":""32ef54ad-3016-47b1-bc5c-d1f26560cc18"",""AMLResourceType"":""Provisioner.Batch"",""SourceEventId"":""13346168-40bb-1f54-2474-f8dbcd25ab47"",""SourceResourceProvider"":""Batch"",""HostSubscriptionId"":""2b56c433-734a-4e64-8dce-4d9f93075804"",""EmittingService"":""Machine Learning Service - Non DSVM"",""Processor_Version"":""BillingProcessorV2""}",,,zmltestplayground,,,0.005,,,,Azure,Microsoft,Usage,UsageBased,OnDemand,,8611537,Trey Research Demo (DO NOT USE),USD,06/01/2024,06/30/2024,8611537,Trey Research Demo (DO NOT USE),,True,AAD-84351,0.005,Standard,Compute,SameerRuleWithTag,,
ACM,ACM Team,acm@testea.onmicrosoft.com,64e355d7-997c-491d-b0c1-8414dccfcf42,Trey Research R&D Playground,zfinops,EastUS2,06/12/2024,Load Balancer - Standard Included LB Rules and Outbound Rules,Load Balancer,Standard,27827eb0-7f60-4928-940b-f5fe15e7a4cb,Standard Included LB Rules and Outbound Rules,,1 Hour,1,0.025,0.025,ACM9000,Microsoft.MachineLearningServices,/subscriptions/64e355d7-997c-491d-b0c1-8414dccfcf42/resourceGroups/zfinops/providers/Microsoft.MachineLearningServices/workspaces/zfinopswkspace,"""org"": ""trey"",""AMLResourceType"": ""Provisioner.Batch"",""CostCenter"": ""1234"",""ComputeType"": ""Compute Instance"","" org"": ""trey"",""env"": ""prod"",""CostAllocationTest"": ""Sameer""",MS-AZR-0148P,"{""AccountName"":""bai52238044515004711258a"",""PoolName"":""samutrej1_a7a4be7a-0fb0-4f5b-a185-38adc2db211a"",""ConfigType"":""VirtualMachine"",""NodeType"":""Dedicated"",""PoolAllocationMode"":""BatchService"",""UsageType"":""loadbalancers"",""ClusterType"":""DSI"",""AmlWorkspaceId"":""90c7fd4d-a043-4a63-b232-b06086ef55a8"",""WorkspaceLocation"":""eastus2"",""AMLResourceType"":""Provisioner.Batch"",""SourceEventId"":""8aa1d41a-594e-91ec-5cbe-578ff4bb12a6"",""SourceResourceProvider"":""Batch"",""HostSubscriptionId"":""2b56c433-734a-4e64-8dce-4d9f93075804"",""EmittingService"":""Machine Learning Service - Non DSVM"",""Processor_Version"":""BillingProcessorV2""}",,,zfinopswkspace,,,0.025,,,,Azure,Microsoft,Usage,UsageBased,OnDemand,,8611537,Trey Research Demo (DO NOT USE),USD,06/01/2024,06/30/2024,8611537,Trey Research Demo (DO NOT USE),,True,AAA-21856,0.025,Standard,Compute,SameerRuleWithTag,,
ACM,ACM Team,acm@testea.onmicrosoft.com,64e355d7-997c-491d-b0c1-8414dccfcf42,Trey Research R&D Playground,ftk-integration-tests,EastUS,06/16/2024,Queues v2 - LRS - Class 1 Operations - US East,Storage,Queues v2,994899e2-0f8f-4696-80a6-d9bae770c13b,LRS Class 1 Operations,Virginia,10K,0.0005,0.004,0.000002,ACM9000,Microsoft.Storage,/subscriptions/64e355d7-997c-491d-b0c1-8414dccfcf42/resourceGroups/ftk-integration-tests/providers/Microsoft.Storage/storageAccounts/cc32b516fd1c49d8b2cc66aa,"""CostCenter"": ""1234"",""CostAllocationTest"": ""Sameer"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""",MS-AZR-0148P,,,,cc32b516fd1c49d8b2cc66aa,,,0.004,,,,Azure,Microsoft,Usage,UsageBased,OnDemand,,8611537,Trey Research Demo (DO NOT USE),USD,06/01/2024,06/30/2024,8611537,Trey Research Demo (DO NOT USE),,True,AAA-71362,0.004,Standard,Compute,,,
ACM,ACM Team,acm@testea.onmicrosoft.com,64e355d7-997c-491d-b0c1-8414dccfcf42,Trey Research R&D Playground,pulkit-test-rg,WestUS,06/16/2024,Tiered Block Blob - All Other Operations - US West,Storage,Tiered Block Blob,8d9eb141-dc73-4d2f-a0a0-70c98d64359c,All Other Operations,California,10K,-0.001,0.0044,-0.0000044,ACM9000,Microsoft.Storage,/subscriptions/64e355d7-997c-491d-b0c1-8414dccfcf42/resourceGroups/pulkit-test-rg/providers/Microsoft.Storage/storageAccounts/exportfirewallstorage,"""CostCenter"": ""1234"",""CostAllocationTest"": ""Sameer"",""env"": ""prod"",""org"": ""trey"",""Project"": ""Foo""",MS-AZR-0148P,,,,exportfirewallstorage,,,0.0044,,,,Azure,Microsoft,Usage,UsageBased,OnDemand,,8611537,Trey Research Demo (DO NOT USE),USD,06/01/2024,06/30/2024,8611537,Trey Research Demo (DO NOT USE),,True,AAA-70100,0.0044,Hot,Compute,SameerRuleWithTag,,
ACM,ACM Team,acm@testea.onmicrosoft.com,64e355d7-997c-491d-b0c1-8414dccfcf42,Trey Research R&D Playground,ftk-integration-tests,EastUS,06/16/2024,Tables - Batch Write Operations,Storage,Tables,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52,Batch Write Operations,,10K,0.0146,0.00036,0.000005256,ACM9000,Microsoft.Storage,/subscriptions/64e355d7-997c-491d-b0c1-8414dccfcf42/resourceGroups/ftk-integration-tests/providers/Microsoft.Storage/storageAccounts/5532fdca017b4b428d4fc889,"""org"": ""trey"",""Project"": ""Foo"",""CostCenter"": ""1234"","" org"": ""trey"",""env"": ""prod"",""CostAllocationTest"": ""Sameer""",MS-AZR-0148P,,,,5532fdca017b4b428d4fc889,,,0.00036,,,,Azure,Microsoft,Usage,UsageBased,OnDemand,,8611537,Trey Research Demo (DO NOT USE),USD,06/01/2024,06/30/2024,8611537,Trey Research Demo (DO NOT USE),,True,N9H-00758,0.00036,Standard,Compute,SameerRuleWithTag,,
ACM,ACM Team,acm@testea.onmicrosoft.com,9ec51cfd-5ca7-4d76-8101-dd0a4abc5674,Trey Research Corporate,MC_AKSCCMEXTENSIBILITYPOC_TEST-CLUSTER-2_EASTUS,EastUS,06/18/2024,Standard SSD Managed Disks - E1 - LRS - Disk - US East,Storage,Standard SSD Managed Disks,6a33ed07-4dc0-4bed-b582-5e80f20856da,E1 LRS Disk,Virginia,1/Month,-0.033336,0.3,-0.0100008,ACM9000,Microsoft.Compute,/subscriptions/9ec51cfd-5ca7-4d76-8101-dd0a4abc5674/resourceGroups/MC_AKSCCMEXTENSIBILITYPOC_TEST-CLUSTER-2_EASTUS/providers/Microsoft.Compute/disks/pvc-f6425347-125b-4cc4-9dfc-dc0809e48068,"""aks-managed-cluster-name"": ""test-cluster-2"",""aks-managed-cluster-rg"": ""aksccmextensibilitypoc"",""CostCenter"": ""1234"",""Project"": ""Foo"",""env"": ""prod"",""org"": ""trey"",""Cost department"": ""Marketing"",""k8s-azure-created-by"": ""kubernetes-azure-dd"",""kubernetes.io-created-for-pv-name"": ""pvc-f6425347-125b-4cc4-9dfc-dc0809e48068"",""kubernetes.io-created-for-pvc-name"": ""pvc-4"",""kubernetes.io-created-for-pvc-namespace"": ""green""",MS-AZR-0017P,,,,pvc-f6425347-125b-4cc4-9dfc-dc0809e48068,,,0.3,,,,Azure,Microsoft,Usage,UsageBased,OnDemand,,8611537,Trey Research Demo (DO NOT USE),USD,06/01/2024,06/30/2024,8611537,Trey Research Demo (DO NOT USE),,True,AAF-76270,0.3,E1,Compute,PartnerCommunityDemo,,
ACM,ACM Team,acm@testea.onmicrosoft.com,64e355d7-997c-491d-b0c1-8414dccfcf42,Trey Research R&D Playground,ftk-integration-tests,EastUS,06/19/2024,Microsoft Defender for Storage - Standard Transactions,Microsoft Defender for Cloud,Storage,8a752c6d-6098-4f15-8828-3716ba46d524,Standard Transactions,,10K,0.0001,0.02,0.000002,ACM9000,Microsoft.Storage,/subscriptions/64e355d7-997c-491d-b0c1-8414dccfcf42/resourceGroups/ftk-integration-tests/providers/Microsoft.Storage/storageAccounts/ff46c564e119466092addeb3,"""CostCenter"": ""1234"",""CostAllocationTest"": ""Sameer""",MS-AZR-0148P,"{""Cloud"":""Azure"",""StorageService"":""Files""}",,,ff46c564e119466092addeb3,,,0.02,,,,Azure,Microsoft,Usage,UsageBased,OnDemand,,8611537,Trey Research Demo (DO NOT USE),USD,06/01/2024,06/30/2024,8611537,Trey Research Demo (DO NOT USE),,True,AAA-97331,0.02,Standard,Compute,,,
